consumer_id,consumer_type,preferences
110,Generic,"[0.16541353, 0.060150377, 0.0, 0.0, 0.12781955, 0.24060151, 0.0, 0.15037593, 0.007518797, 0.007518797, 0.02255639, 0.0, 0.04511278, 0.037593983, 0.037593983, 0.09022556, 0.007518797, 0.0]"
111,Generic,"[0.076271184, 0.033898305, 0.008474576, 0.016949153, 0.23728813, 0.033898305, 0.016949153, 0.23728813, 0.0, 0.008474576, 0.0, 0.0, 0.025423728, 0.1440678, 0.033898305, 0.09322034, 0.025423728, 0.008474576]"
112,Generic,"[0.0, 0.010989011, 0.17582418, 0.15384616, 0.054945055, 0.06593407, 0.0, 0.043956045, 0.021978023, 0.18681319, 0.010989011, 0.07692308, 0.043956045, 0.021978023, 0.010989011, 0.12087912, 0.0, 0.0]"
113,Generic,"[0.19607843, 0.068627454, 0.009803922, 0.0, 0.10784314, 0.009803922, 0.0, 0.12745099, 0.0, 0.0, 0.078431375, 0.0, 0.009803922, 0.04901961, 0.18627451, 0.12745099, 0.029411765, 0.0]"
114,Generic,"[0.0, 0.065789476, 0.13815789, 0.2631579, 0.16447368, 0.0, 0.0, 0.09210526, 0.05263158, 0.0, 0.0065789474, 0.118421055, 0.0065789474, 0.05263158, 0.02631579, 0.0065789474, 0.0, 0.0065789474]"
115,Generic,"[0.16666667, 0.09090909, 0.045454547, 0.030303031, 0.121212125, 0.030303031, 0.0, 0.09090909, 0.0, 0.0, 0.10606061, 0.015151516, 0.015151516, 0.0, 0.13636364, 0.13636364, 0.015151516, 0.0]"
116,Generic,"[0.116071425, 0.071428575, 0.017857144, 0.035714287, 0.17857143, 0.008928572, 0.0, 0.125, 0.08035714, 0.008928572, 0.0625, 0.0, 0.008928572, 0.026785715, 0.09821428, 0.116071425, 0.035714287, 0.008928572]"
117,Generic,"[0.16770187, 0.104347825, 0.039751552, 0.052173913, 0.10310559, 0.01863354, 0.0, 0.06708074, 0.028571429, 0.003726708, 0.0931677, 0.027329193, 0.007453416, 0.028571429, 0.14037266, 0.079503104, 0.021118013, 0.017391304]"
118,Generic,"[0.21197008, 0.12219451, 0.012468828, 0.009975063, 0.17206983, 0.02244389, 0.0, 0.10224439, 0.019950125, 0.0074812965, 0.0049875313, 0.0024937657, 0.0074812965, 0.08977556, 0.09476309, 0.0723192, 0.042394016, 0.0049875313]"
119,Generic,"[0.05027933, 0.07821229, 0.08938547, 0.22346368, 0.273743, 0.0, 0.0, 0.033519555, 0.044692736, 0.005586592, 0.02793296, 0.033519555, 0.005586592, 0.05027933, 0.05027933, 0.016759777, 0.005586592, 0.011173184]"
120,Generic,"[0.12790698, 0.034883723, 0.011627907, 0.011627907, 0.11627907, 0.10465116, 0.0, 0.27906978, 0.0, 0.0, 0.058139537, 0.011627907, 0.023255814, 0.011627907, 0.046511628, 0.10465116, 0.046511628, 0.011627907]"
121,Generic,"[0.16911764, 0.13235295, 0.029411765, 0.029411765, 0.10294118, 0.0, 0.0, 0.04411765, 0.022058824, 0.007352941, 0.080882356, 0.007352941, 0.007352941, 0.022058824, 0.2647059, 0.05147059, 0.022058824, 0.007352941]"
122,Generic,"[0.34042552, 0.12765957, 0.010638298, 0.0, 0.07446808, 0.05319149, 0.0, 0.07446808, 0.010638298, 0.0, 0.021276595, 0.0, 0.0, 0.04255319, 0.095744684, 0.095744684, 0.04255319, 0.010638298]"
123,Generic,"[0.11721612, 0.053724054, 0.0036630037, 0.013431014, 0.18315019, 0.054945055, 0.0, 0.20879121, 0.006105006, 0.012210012, 0.03052503, 0.0, 0.026862027, 0.06593407, 0.041514043, 0.124542125, 0.03052503, 0.026862027]"
124,Generic,"[0.083333336, 0.0, 0.0, 0.041666668, 0.125, 0.041666668, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041666668, 0.0, 0.125, 0.041666668, 0.0]"
125,Generic,"[0.30392158, 0.0882353, 0.0, 0.0, 0.0882353, 0.078431375, 0.0, 0.12745099, 0.009803922, 0.009803922, 0.019607844, 0.0, 0.009803922, 0.039215688, 0.078431375, 0.0882353, 0.039215688, 0.019607844]"
126,Generic,"[0.12307692, 0.015384615, 0.0, 0.0, 0.21538462, 0.0, 0.0, 0.24615385, 0.0, 0.015384615, 0.0, 0.015384615, 0.03076923, 0.26153848, 0.015384615, 0.06153846, 0.0, 0.0]"
127,Generic,"[0.15589353, 0.102661595, 0.0038022813, 0.019011406, 0.08365019, 0.03041825, 0.0, 0.1634981, 0.015209125, 0.0114068445, 0.02661597, 0.0, 0.022813689, 0.04942966, 0.11026616, 0.14828898, 0.045627378, 0.0114068445]"
128,Generic,"[0.14285715, 0.035714287, 0.10714286, 0.10714286, 0.21428572, 0.0, 0.0, 0.071428575, 0.035714287, 0.0, 0.035714287, 0.071428575, 0.0, 0.035714287, 0.071428575, 0.035714287, 0.035714287, 0.0]"
129,Generic,"[0.19259259, 0.096296296, 0.011111111, 0.0074074073, 0.1037037, 0.15555556, 0.0, 0.12592593, 0.0037037036, 0.018518519, 0.014814815, 0.0, 0.025925925, 0.037037037, 0.062962964, 0.12592593, 0.014814815, 0.0037037036]"
130,Generic,"[0.3167421, 0.11312217, 0.009049774, 0.004524887, 0.06334842, 0.04524887, 0.0, 0.07239819, 0.004524887, 0.004524887, 0.027149322, 0.009049774, 0.009049774, 0.04524887, 0.1040724, 0.11312217, 0.040723983, 0.018099548]"
131,Generic,"[0.059490085, 0.04249292, 0.011331445, 0.011331445, 0.17847025, 0.04249292, 0.016997168, 0.2776204, 0.011331445, 0.019830028, 0.028328612, 0.011331445, 0.019830028, 0.09348442, 0.0509915, 0.08215298, 0.036827195, 0.0056657223]"
132,Generic,"[0.048780486, 0.05691057, 0.032520324, 0.05691057, 0.5121951, 0.016260162, 0.0, 0.10569106, 0.024390243, 0.0, 0.016260162, 0.016260162, 0.0, 0.08130081, 0.024390243, 0.0, 0.0, 0.008130081]"
133,Generic,"[0.0631068, 0.014563107, 0.0, 0.009708738, 0.2038835, 0.033980582, 0.0, 0.29126215, 0.014563107, 0.004854369, 0.03883495, 0.004854369, 0.019417476, 0.12135922, 0.029126214, 0.11165048, 0.029126214, 0.009708738]"
134,Generic,"[0.27142859, 0.1, 0.014285714, 0.017142856, 0.12571429, 0.037142858, 0.0, 0.07714286, 0.0028571428, 0.0, 0.008571428, 0.011428571, 0.011428571, 0.034285713, 0.14, 0.117142856, 0.02, 0.011428571]"
135,Generic,"[0.06741573, 0.033707865, 0.056179777, 0.04494382, 0.3258427, 0.02247191, 0.0, 0.123595506, 0.0, 0.02247191, 0.04494382, 0.011235955, 0.02247191, 0.056179777, 0.06741573, 0.08988764, 0.0, 0.011235955]"
136,Generic,"[0.054108217, 0.044088177, 0.03206413, 0.05210421, 0.2264529, 0.016032064, 0.0140280565, 0.1482966, 0.028056113, 0.012024048, 0.036072146, 0.056112226, 0.028056113, 0.0761523, 0.07014028, 0.068136275, 0.022044089, 0.016032064]"
137,Generic,"[0.12101911, 0.07643312, 0.006369427, 0.012738854, 0.13057324, 0.050955415, 0.0, 0.15286624, 0.006369427, 0.00955414, 0.02866242, 0.00955414, 0.03821656, 0.12420382, 0.08280255, 0.0955414, 0.035031848, 0.01910828]"
138,Generic,"[0.08235294, 0.023529412, 0.023529412, 0.011764706, 0.07058824, 0.24705882, 0.0, 0.21176471, 0.011764706, 0.07058824, 0.0, 0.0, 0.05882353, 0.03529412, 0.047058824, 0.105882354, 0.0, 0.0]"
139,Generic,"[0.13456464, 0.10817942, 0.044854883, 0.052770447, 0.15039578, 0.023746701, 0.01055409, 0.102902375, 0.026385223, 0.013192612, 0.05540897, 0.047493402, 0.01055409, 0.023746701, 0.10026385, 0.047493402, 0.039577838, 0.007915568]"
140,Generic,"[0.078125, 0.03125, 0.03125, 0.03125, 0.125, 0.046875, 0.015625, 0.171875, 0.0, 0.078125, 0.015625, 0.046875, 0.0625, 0.0625, 0.015625, 0.140625, 0.046875, 0.0]"
141,Generic,"[0.083333336, 0.055555556, 0.027777778, 0.027777778, 0.083333336, 0.027777778, 0.0, 0.22222222, 0.0, 0.055555556, 0.0, 0.0, 0.1388889, 0.083333336, 0.055555556, 0.083333336, 0.027777778, 0.027777778]"
142,Generic,"[0.09836066, 0.032786883, 0.04918033, 0.04918033, 0.14754099, 0.04918033, 0.016393442, 0.19672132, 0.032786883, 0.016393442, 0.0, 0.016393442, 0.016393442, 0.08196721, 0.06557377, 0.08196721, 0.032786883, 0.016393442]"
143,Generic,"[0.18811882, 0.06930693, 0.01980198, 0.00990099, 0.22772278, 0.0, 0.0, 0.14851485, 0.0, 0.0, 0.00990099, 0.0, 0.00990099, 0.14851485, 0.02970297, 0.10891089, 0.02970297, 0.0]"
144,Generic,"[0.05, 0.0, 0.025, 0.05, 0.2, 0.05, 0.0, 0.2, 0.0, 0.0, 0.0, 0.025, 0.05, 0.075, 0.15, 0.05, 0.05, 0.025]"
145,Generic,"[0.06, 0.06, 0.02, 0.04, 0.3, 0.04, 0.0, 0.28, 0.02, 0.0, 0.02, 0.0, 0.02, 0.04, 0.06, 0.04, 0.0, 0.0]"
146,Generic,"[0.06312292, 0.046511628, 0.029900333, 0.04318937, 0.18106312, 0.03156146, 0.0, 0.18272425, 0.018272426, 0.024916943, 0.016611295, 0.059800666, 0.023255814, 0.12292359, 0.048172757, 0.07807309, 0.024916943, 0.004983389]"
147,Generic,"[0.22155689, 0.09580839, 0.011976048, 0.020958085, 0.098802395, 0.0508982, 0.002994012, 0.14071856, 0.026946107, 0.002994012, 0.002994012, 0.002994012, 0.020958085, 0.068862274, 0.065868266, 0.1017964, 0.0508982, 0.011976048]"
148,Generic,"[0.17868339, 0.09195402, 0.011494253, 0.042842217, 0.13793103, 0.01985371, 0.001044932, 0.13061652, 0.02507837, 0.0031347962, 0.018808777, 0.018808777, 0.014629049, 0.08045977, 0.09299895, 0.08359457, 0.03552769, 0.012539185]"
149,Generic,"[0.1489899, 0.0479798, 0.005050505, 0.0088383835, 0.15404041, 0.06944445, 0.011363637, 0.2159091, 0.0088383835, 0.011363637, 0.015151516, 0.005050505, 0.02020202, 0.06818182, 0.051767677, 0.125, 0.029040404, 0.003787879]"
150,Generic,"[0.049295776, 0.03169014, 0.02112676, 0.024647888, 0.21478873, 0.024647888, 0.0, 0.3028169, 0.014084507, 0.01056338, 0.03169014, 0.014084507, 0.02112676, 0.09154929, 0.03521127, 0.059859157, 0.03521127, 0.017605634]"
151,Generic,"[0.09331477, 0.05431755, 0.004178273, 0.015320335, 0.23816156, 0.026462395, 0.0, 0.15877438, 0.020891365, 0.004178273, 0.012534819, 0.009749304, 0.008356546, 0.16991644, 0.09610028, 0.06545961, 0.01810585, 0.004178273]"
152,Generic,"[0.029411765, 0.05882353, 0.05882353, 0.05882353, 0.44117647, 0.029411765, 0.0, 0.11764706, 0.0, 0.0, 0.0882353, 0.0, 0.0, 0.05882353, 0.0, 0.05882353, 0.0, 0.0]"
153,Generic,"[0.0, 0.027027028, 0.054054055, 0.08108108, 0.43243244, 0.027027028, 0.0, 0.10810811, 0.027027028, 0.0, 0.08108108, 0.027027028, 0.0, 0.054054055, 0.027027028, 0.054054055, 0.0, 0.0]"
154,Generic,"[0.06521739, 0.02173913, 0.06521739, 0.06521739, 0.2826087, 0.06521739, 0.0, 0.19565217, 0.0, 0.02173913, 0.04347826, 0.04347826, 0.0, 0.04347826, 0.02173913, 0.06521739, 0.0, 0.0]"
155,Generic,"[0.03968254, 0.03968254, 0.007936508, 0.031746034, 0.44444445, 0.023809524, 0.0, 0.13492064, 0.015873017, 0.0, 0.007936508, 0.015873017, 0.007936508, 0.0952381, 0.055555556, 0.031746034, 0.03968254, 0.007936508]"
156,Generic,"[0.04255319, 0.029787235, 0.012765957, 0.021276595, 0.2212766, 0.029787235, 0.0, 0.14893617, 0.004255319, 0.008510638, 0.008510638, 0.017021276, 0.05531915, 0.2638298, 0.008510638, 0.089361705, 0.034042552, 0.004255319]"
157,Generic,"[0.12985075, 0.08358209, 0.013432836, 0.020895522, 0.22686568, 0.026865672, 0.0029850747, 0.15074627, 0.014925373, 0.013432836, 0.013432836, 0.011940299, 0.014925373, 0.06268657, 0.08955224, 0.07164179, 0.03880597, 0.013432836]"
158,Generic,"[0.0, 0.055555556, 0.0, 0.055555556, 0.16666667, 0.055555556, 0.0, 0.22222222, 0.0, 0.11111111, 0.11111111, 0.0, 0.055555556, 0.0, 0.0, 0.11111111, 0.055555556, 0.0]"
159,Generic,"[0.10204082, 0.040816326, 0.08163265, 0.06122449, 0.36734694, 0.0, 0.0, 0.12244898, 0.0, 0.020408163, 0.020408163, 0.0, 0.0, 0.12244898, 0.020408163, 0.020408163, 0.020408163, 0.0]"
160,Generic,"[0.121212125, 0.060606062, 0.030303031, 0.060606062, 0.060606062, 0.030303031, 0.0, 0.24242425, 0.030303031, 0.0, 0.060606062, 0.030303031, 0.030303031, 0.030303031, 0.121212125, 0.09090909, 0.0, 0.0]"
161,Generic,"[0.040462427, 0.020231213, 0.020231213, 0.020231213, 0.19075145, 0.037572253, 0.014450867, 0.32947975, 0.00867052, 0.011560693, 0.014450867, 0.01734104, 0.028901733, 0.08092485, 0.031791907, 0.06358381, 0.046242774, 0.023121387]"
162,Generic,"[0.20454545, 0.08522727, 0.045454547, 0.039772727, 0.17613636, 0.056818184, 0.0, 0.09090909, 0.0, 0.0056818184, 0.011363637, 0.017045455, 0.011363637, 0.09090909, 0.045454547, 0.10227273, 0.017045455, 0.0]"
163,Generic,"[0.1774398, 0.058301646, 0.016476553, 0.019011406, 0.16096324, 0.038022812, 0.0, 0.12547529, 0.015209125, 0.0038022813, 0.06337135, 0.0038022813, 0.0114068445, 0.11153359, 0.059569076, 0.10646388, 0.020278834, 0.00887199]"
164,Generic,"[0.025, 0.0, 0.025, 0.05, 0.15, 0.0, 0.0, 0.225, 0.05, 0.0, 0.0, 0.05, 0.05, 0.175, 0.025, 0.05, 0.1, 0.025]"
165,Generic,"[0.10967742, 0.051612902, 0.006451613, 0.025806451, 0.17419355, 0.025806451, 0.006451613, 0.090322584, 0.012903226, 0.012903226, 0.08387097, 0.019354839, 0.025806451, 0.0, 0.19354838, 0.10967742, 0.038709678, 0.012903226]"
166,Generic,"[0.08992806, 0.07194245, 0.008992806, 0.039568346, 0.17805755, 0.021582734, 0.0053956835, 0.16906475, 0.021582734, 0.007194245, 0.04676259, 0.01618705, 0.037769783, 0.073741004, 0.07913669, 0.11151079, 0.017985612, 0.0035971224]"
167,Generic,"[0.0952381, 0.031746034, 0.015873017, 0.015873017, 0.23809524, 0.0, 0.0, 0.2857143, 0.0, 0.0, 0.015873017, 0.0, 0.015873017, 0.14285715, 0.015873017, 0.06349207, 0.031746034, 0.031746034]"
168,Generic,"[0.078947365, 0.05263158, 0.05263158, 0.078947365, 0.2631579, 0.02631579, 0.0, 0.15789473, 0.02631579, 0.0, 0.05263158, 0.05263158, 0.0, 0.0, 0.078947365, 0.05263158, 0.02631579, 0.0]"
169,Generic,"[0.12924282, 0.063968666, 0.015665796, 0.022193212, 0.19843341, 0.040469974, 0.003916449, 0.18668407, 0.015665796, 0.007832898, 0.03002611, 0.018276762, 0.019582245, 0.06657963, 0.057441253, 0.08093995, 0.028720627, 0.014360313]"
170,Generic,"[0.19491525, 0.050847456, 0.0, 0.008474576, 0.076271184, 0.025423728, 0.0, 0.16949153, 0.008474576, 0.025423728, 0.042372882, 0.0, 0.016949153, 0.008474576, 0.1440678, 0.12711865, 0.06779661, 0.033898305]"
171,Generic,"[0.035714287, 0.035714287, 0.0, 0.035714287, 0.14285715, 0.071428575, 0.17857143, 0.14285715, 0.035714287, 0.071428575, 0.0, 0.0, 0.071428575, 0.035714287, 0.0, 0.071428575, 0.071428575, 0.0]"
172,Generic,"[0.0, 0.032258064, 0.032258064, 0.0, 0.12903225, 0.06451613, 0.06451613, 0.16129032, 0.0, 0.2580645, 0.0, 0.0, 0.032258064, 0.032258064, 0.0, 0.16129032, 0.032258064, 0.0]"
173,Generic,"[0.06929134, 0.051968504, 0.015748031, 0.015748031, 0.11968504, 0.06771654, 0.022047244, 0.24724409, 0.009448819, 0.033070866, 0.017322835, 0.015748031, 0.03937008, 0.06456693, 0.04566929, 0.11653543, 0.03464567, 0.014173228]"
174,Generic,"[0.35333332, 0.12, 0.0, 0.013333334, 0.06, 0.02, 0.0, 0.086666666, 0.006666667, 0.0, 0.02, 0.0, 0.006666667, 0.026666667, 0.13333334, 0.10666667, 0.04, 0.006666667]"
175,Generic,"[0.04481132, 0.047169812, 0.023584906, 0.04009434, 0.21698113, 0.04009434, 0.009433962, 0.2806604, 0.011792453, 0.009433962, 0.028301887, 0.035377357, 0.021226415, 0.08962264, 0.035377357, 0.04245283, 0.018867925, 0.004716981]"
176,Generic,"[0.045045044, 0.06306306, 0.009009009, 0.009009009, 0.5045045, 0.018018018, 0.0, 0.054054055, 0.045045044, 0.018018018, 0.036036037, 0.027027028, 0.018018018, 0.072072074, 0.054054055, 0.018018018, 0.0, 0.009009009]"
177,Generic,"[0.12162162, 0.16216215, 0.013513514, 0.013513514, 0.08108108, 0.0, 0.013513514, 0.13513513, 0.04054054, 0.027027028, 0.013513514, 0.0, 0.027027028, 0.027027028, 0.2027027, 0.0945946, 0.013513514, 0.013513514]"
178,Generic,"[0.07058824, 0.09411765, 0.05882353, 0.07647059, 0.1882353, 0.011764706, 0.0, 0.07647059, 0.03529412, 0.011764706, 0.0, 0.14117648, 0.01764706, 0.09411765, 0.064705886, 0.01764706, 0.011764706, 0.029411765]"
179,Generic,"[0.1442786, 0.11940298, 0.0049751243, 0.014925373, 0.11940298, 0.014925373, 0.0, 0.13930348, 0.019900497, 0.0049751243, 0.0099502485, 0.0099502485, 0.0049751243, 0.029850746, 0.2636816, 0.06467662, 0.029850746, 0.0049751243]"
180,Generic,"[0.025316456, 0.025316456, 0.012658228, 0.025316456, 0.21518987, 0.07594936, 0.0, 0.37974682, 0.0, 0.03797468, 0.012658228, 0.0, 0.025316456, 0.03797468, 0.012658228, 0.101265825, 0.012658228, 0.0]"
181,Generic,"[0.17473684, 0.075789474, 0.008421052, 0.012631579, 0.22736841, 0.06315789, 0.002105263, 0.1431579, 0.018947368, 0.0063157897, 0.018947368, 0.004210526, 0.008421052, 0.044210527, 0.06105263, 0.07157895, 0.04, 0.018947368]"
182,Generic,"[0.072072074, 0.018018018, 0.036036037, 0.036036037, 0.3873874, 0.045045044, 0.0, 0.18018018, 0.0, 0.0, 0.009009009, 0.0, 0.009009009, 0.09009009, 0.036036037, 0.027027028, 0.045045044, 0.009009009]"
183,Generic,"[0.059602648, 0.01986755, 0.013245033, 0.013245033, 0.17218544, 0.0397351, 0.0, 0.17880794, 0.0066225166, 0.07284768, 0.03311258, 0.026490066, 0.0794702, 0.06622516, 0.059602648, 0.13245033, 0.01986755, 0.0066225166]"
184,Generic,"[0.11971831, 0.08450704, 0.1056338, 0.15492958, 0.1056338, 0.014084507, 0.0, 0.12676056, 0.03521127, 0.0, 0.0, 0.056338027, 0.014084507, 0.049295776, 0.056338027, 0.056338027, 0.014084507, 0.0070422534]"
185,Generic,"[0.3263158, 0.15789473, 0.0, 0.0, 0.07368421, 0.031578947, 0.0, 0.094736844, 0.010526316, 0.0, 0.0, 0.0, 0.0, 0.021052632, 0.11578947, 0.12631579, 0.042105265, 0.0]"
186,Generic,"[0.1, 0.025, 0.11875, 0.10625, 0.1875, 0.025, 0.00625, 0.0875, 0.01875, 0.00625, 0.04375, 0.05, 0.00625, 0.04375, 0.0625, 0.075, 0.03125, 0.00625]"
187,Generic,"[0.042462844, 0.014861995, 0.012738854, 0.023354564, 0.18895966, 0.046709128, 0.01910828, 0.41188958, 0.0021231424, 0.0021231424, 0.012738854, 0.010615711, 0.01910828, 0.112526536, 0.016985139, 0.042462844, 0.014861995, 0.006369427]"
188,Generic,"[0.20454545, 0.045454547, 0.011363637, 0.0, 0.13636364, 0.022727273, 0.0, 0.125, 0.011363637, 0.011363637, 0.03409091, 0.0, 0.0, 0.03409091, 0.17045455, 0.13636364, 0.03409091, 0.022727273]"
189,Generic,"[0.13725491, 0.019607844, 0.0, 0.019607844, 0.11764706, 0.019607844, 0.0, 0.27450982, 0.039215688, 0.0, 0.039215688, 0.0, 0.019607844, 0.05882353, 0.039215688, 0.078431375, 0.09803922, 0.039215688]"
190,Generic,"[0.11111111, 0.060606062, 0.035353534, 0.035353534, 0.18181819, 0.065656565, 0.0, 0.16161616, 0.015151516, 0.02020202, 0.060606062, 0.04040404, 0.015151516, 0.025252525, 0.055555556, 0.08080808, 0.025252525, 0.01010101]"
191,Generic,"[0.09375, 0.03125, 0.0, 0.0, 0.46875, 0.0, 0.0, 0.25, 0.03125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03125, 0.09375, 0.0, 0.0]"
192,Generic,"[0.1701603, 0.07521579, 0.014796548, 0.035758324, 0.13563502, 0.044389643, 0.0012330456, 0.15289766, 0.01726264, 0.0061652283, 0.018495684, 0.009864365, 0.018495684, 0.06905056, 0.08261406, 0.1134402, 0.024660913, 0.009864365]"
193,Generic,"[0.034722224, 0.055555556, 0.03125, 0.038194444, 0.21527778, 0.041666668, 0.0034722222, 0.19791667, 0.010416667, 0.027777778, 0.010416667, 0.045138888, 0.038194444, 0.08680555, 0.041666668, 0.083333336, 0.034722224, 0.0034722222]"
194,Generic,"[0.04819277, 0.024096385, 0.024096385, 0.084337346, 0.45783132, 0.0, 0.0, 0.09638554, 0.012048192, 0.0, 0.0, 0.012048192, 0.0, 0.16867469, 0.024096385, 0.012048192, 0.024096385, 0.012048192]"
195,Generic,"[0.11326234, 0.079380445, 0.01839303, 0.03872217, 0.17231365, 0.029041626, 0.0029041627, 0.16940948, 0.021297192, 0.009680542, 0.052274927, 0.014520813, 0.020329138, 0.046466604, 0.09777348, 0.079380445, 0.026137464, 0.008712488]"
196,Generic,"[0.022727273, 0.0, 0.022727273, 0.022727273, 0.18181819, 0.11363637, 0.0, 0.20454545, 0.0, 0.045454547, 0.0, 0.0, 0.09090909, 0.022727273, 0.022727273, 0.22727273, 0.022727273, 0.0]"
197,Generic,"[0.10714286, 0.071428575, 0.0, 0.0, 0.25, 0.0, 0.0, 0.35714287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.035714287, 0.071428575, 0.035714287, 0.071428575, 0.0]"
198,Generic,"[0.17449665, 0.105704695, 0.025167786, 0.045302015, 0.19798657, 0.033557046, 0.0016778524, 0.09731544, 0.023489933, 0.0016778524, 0.018456375, 0.023489933, 0.013422819, 0.040268455, 0.08389262, 0.07214765, 0.02852349, 0.013422819]"
199,Generic,"[0.16023739, 0.06676558, 0.002967359, 0.014836796, 0.13946587, 0.025222551, 0.0, 0.2032641, 0.010385756, 0.0014836795, 0.014836796, 0.007418398, 0.010385756, 0.115727, 0.099406525, 0.07566766, 0.045994066, 0.005934718]"
200,Generic,"[0.08571429, 0.08571429, 0.028571429, 0.08571429, 0.42857143, 0.057142857, 0.0, 0.028571429, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08571429, 0.028571429, 0.08571429, 0.0, 0.0]"
201,Generic,"[0.03883495, 0.009708738, 0.0, 0.0, 0.3398058, 0.029126214, 0.009708738, 0.29126215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19417475, 0.0, 0.058252428, 0.029126214, 0.0]"
202,Generic,"[0.13446215, 0.0498008, 0.0139442235, 0.01992032, 0.21912351, 0.043824703, 0.0, 0.15139443, 0.0139442235, 0.002988048, 0.048804782, 0.015936255, 0.0139442235, 0.09163347, 0.055776894, 0.08665339, 0.025896415, 0.011952192]"
203,Generic,"[0.038961038, 0.012987013, 0.0, 0.0064935065, 0.116883114, 0.058441557, 0.0, 0.5194805, 0.0, 0.0, 0.012987013, 0.0, 0.0064935065, 0.11038961, 0.032467533, 0.038961038, 0.038961038, 0.0064935065]"
204,Generic,"[0.16312057, 0.10070922, 0.015602837, 0.04539007, 0.15319149, 0.028368793, 0.0, 0.16028368, 0.022695035, 0.0014184397, 0.017021276, 0.009929078, 0.009929078, 0.05815603, 0.083687946, 0.08085106, 0.026950354, 0.022695035]"
205,Generic,"[0.07329843, 0.06282722, 0.020942409, 0.015706806, 0.27748692, 0.041884817, 0.005235602, 0.10471204, 0.0, 0.036649216, 0.010471204, 0.015706806, 0.03141361, 0.041884817, 0.07853403, 0.12041885, 0.036649216, 0.02617801]"
206,Generic,"[0.12280702, 0.0877193, 0.03508772, 0.01754386, 0.10526316, 0.0, 0.0, 0.12280702, 0.0, 0.0, 0.05263158, 0.03508772, 0.03508772, 0.07017544, 0.21052632, 0.0877193, 0.01754386, 0.0]"
207,Generic,"[0.13513513, 0.08108108, 0.027027028, 0.054054055, 0.1891892, 0.0, 0.0, 0.10810811, 0.027027028, 0.0, 0.08108108, 0.0, 0.0, 0.054054055, 0.10810811, 0.10810811, 0.0, 0.027027028]"
208,Generic,"[0.11418685, 0.051903114, 0.0069204154, 0.0069204154, 0.121107265, 0.027681662, 0.013840831, 0.15916955, 0.010380623, 0.024221454, 0.062283736, 0.0069204154, 0.027681662, 0.07958478, 0.07958478, 0.16262975, 0.031141868, 0.013840831]"
209,Generic,"[0.03125, 0.0, 0.03125, 0.09375, 0.40625, 0.0, 0.0, 0.1875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.125, 0.0625, 0.03125, 0.03125, 0.0]"
210,Generic,"[0.35204083, 0.11734694, 0.0, 0.020408163, 0.07653061, 0.045918368, 0.0, 0.06632653, 0.0, 0.0, 0.020408163, 0.0, 0.015306123, 0.035714287, 0.071428575, 0.15306123, 0.015306123, 0.010204081]"
211,Generic,"[0.15686275, 0.05882353, 0.0, 0.019607844, 0.019607844, 0.019607844, 0.0, 0.1764706, 0.019607844, 0.0, 0.15686275, 0.0, 0.039215688, 0.039215688, 0.11764706, 0.1764706, 0.0, 0.0]"
212,Generic,"[0.16571428, 0.06285714, 0.0, 0.0057142857, 0.22857143, 0.05142857, 0.011428571, 0.17142858, 0.017142856, 0.0, 0.011428571, 0.0, 0.011428571, 0.068571426, 0.034285713, 0.14285715, 0.017142856, 0.0]"
213,Generic,"[0.075, 0.025, 0.075, 0.1, 0.325, 0.0, 0.0, 0.125, 0.025, 0.0, 0.0, 0.025, 0.0, 0.125, 0.025, 0.025, 0.05, 0.0]"
214,Generic,"[0.07171315, 0.043824703, 0.043824703, 0.043824703, 0.3984064, 0.047808766, 0.0, 0.10358566, 0.007968128, 0.027888447, 0.015936255, 0.03187251, 0.007968128, 0.055776894, 0.03187251, 0.05179283, 0.007968128, 0.007968128]"
